  

PowerB: 70,PowerC: 0,SpeedB: 10.0,SpeedC: 10.0,GyroAngle: 2.0
PowerB: 70,PowerC: 0,SpeedB: 110.0,SpeedC: 110.0,GyroAngle: 1.0
PowerB: 70,PowerC: 0,SpeedB: 280.0,SpeedC: 270.0,GyroAngle: 1.0
PowerB: 70,PowerC: 0,SpeedB: 410.0,SpeedC: 420.0,GyroAngle: 1.0
PowerB: 70,PowerC: 0,SpeedB: 520.0,SpeedC: 520.0,GyroAngle: 1.0
PowerB: 70,PowerC: 0,SpeedB: 540.0,SpeedC: 540.0,GyroAngle: 1.0
PowerB: 70,PowerC: 0,SpeedB: 510.0,SpeedC: 510.0,GyroAngle: 1.0
PowerB: 70,PowerC: 0,SpeedB: 540.0,SpeedC: 540.0,GyroAngle: 1.0
PowerB: 70,PowerC: 0,SpeedB: 540.0,SpeedC: 540.0,GyroAngle: 1.0
PowerB: 70,PowerC: 0,SpeedB: 540.0,SpeedC: 540.0,GyroAngle: 1.0
PowerB: 70,PowerC: 0,SpeedB: 540.0,SpeedC: 530.0,GyroAngle: 1.0
PowerB: 70,PowerC: 0,SpeedB: 540.0,SpeedC: 540.0,GyroAngle: 1.0
PowerB: 70,PowerC: 0,SpeedB: 540.0,SpeedC: 540.0,GyroAngle: 1.0
PowerB: 70,PowerC: 0,SpeedB: 530.0,SpeedC: 540.0,GyroAngle: 1.0
PowerB: 70,PowerC: 0,SpeedB: 520.0,SpeedC: 510.0,GyroAngle: 1.0
PowerB: 70,PowerC: 0,SpeedB: 530.0,SpeedC: 540.0,GyroAngle: 1.0
PowerB: 70,PowerC: 0,SpeedB: 540.0,SpeedC: 540.0,GyroAngle: 1.0
PowerB: 70,PowerC: 0,SpeedB: 570.0,SpeedC: 560.0,GyroAngle: 1.0
PowerB: 70,PowerC: 0,SpeedB: 590.0,SpeedC: 590.0,GyroAngle: 1.0
PowerB: 70,PowerC: 0,SpeedB: 540.0,SpeedC: 540.0,GyroAngle: 1.0
PowerB: 70,PowerC: 0,SpeedB: 540.0,SpeedC: 540.0,GyroAngle: 1.0
PowerB: 70,PowerC: 0,SpeedB: 540.0,SpeedC: 540.0,GyroAngle: 1.0
PowerB: 70,PowerC: 0,SpeedB: 530.0,SpeedC: 540.0,GyroAngle: 1.0
PowerB: 70,PowerC: 0,SpeedB: 540.0,SpeedC: 540.0,GyroAngle: 1.0
PowerB: 70,PowerC: 0,SpeedB: 540.0,SpeedC: 540.0,GyroAngle: 1.0
PowerB: 70,PowerC: 0,SpeedB: 510.0,SpeedC: 510.0,GyroAngle: 1.0
PowerB: 70,PowerC: 0,SpeedB: 540.0,SpeedC: 540.0,GyroAngle: 1.0
PowerB: 70,PowerC: 0,SpeedB: 540.0,SpeedC: 540.0,GyroAngle: 1.0
PowerB: 70,PowerC: 0,SpeedB: 540.0,SpeedC: 540.0,GyroAngle: 1.0
PowerB: 70,PowerC: 0,SpeedB: 540.0,SpeedC: 540.0,GyroAngle: 1.0
PowerB: 70,PowerC: 0,SpeedB: 540.0,SpeedC: 530.0,GyroAngle: 2.0
PowerB: 70,PowerC: 0,SpeedB: 530.0,SpeedC: 540.0,GyroAngle: 2.0
PowerB: 70,PowerC: 0,SpeedB: 540.0,SpeedC: 540.0,GyroAngle: 2.0
PowerB: 70,PowerC: 0,SpeedB: 540.0,SpeedC: 540.0,GyroAngle: 2.0
PowerB: 70,PowerC: 0,SpeedB: 510.0,SpeedC: 510.0,GyroAngle: 2.0
PowerB: 70,PowerC: 0,SpeedB: 540.0,SpeedC: 540.0,GyroAngle: 2.0
PowerB: 70,PowerC: 0,SpeedB: 540.0,SpeedC: 540.0,GyroAngle: 1.0
PowerB: 70,PowerC: 0,SpeedB: 540.0,SpeedC: 540.0,GyroAngle: 1.0
PowerB: 70,PowerC: 0,SpeedB: 540.0,SpeedC: 530.0,GyroAngle: 1.0
PowerB: 70,PowerC: 0,SpeedB: 540.0,SpeedC: 540.0,GyroAngle: 1.0
PowerB: 70,PowerC: 0,SpeedB: 530.0,SpeedC: 540.0,GyroAngle: 1.0
PowerB: 70,PowerC: 0,SpeedB: 540.0,SpeedC: 540.0,GyroAngle: 2.0
PowerB: 70,PowerC: 0,SpeedB: 510.0,SpeedC: 510.0,GyroAngle: 1.0
PowerB: 70,PowerC: 0,SpeedB: 540.0,SpeedC: 540.0,GyroAngle: 1.0
PowerB: 70,PowerC: 0,SpeedB: 570.0,SpeedC: 560.0,GyroAngle: 1.0
PowerB: 70,PowerC: 0,SpeedB: 590.0,SpeedC: 600.0,GyroAngle: 1.0
PowerB: 70,PowerC: 0,SpeedB: 480.0,SpeedC: 510.0,GyroAngle: 1.0
PowerB: 70,PowerC: 0,SpeedB: 600.0,SpeedC: 560.0,GyroAngle: 1.0
PowerB: 70,PowerC: 0,SpeedB: 530.0,SpeedC: 540.0,GyroAngle: 1.0
PowerB: 70,PowerC: 0,SpeedB: 540.0,SpeedC: 540.0,GyroAngle: 1.0
PowerB: 70,PowerC: 0,SpeedB: 540.0,SpeedC: 540.0,GyroAngle: 1.0
PowerB: 70,PowerC: 0,SpeedB: 540.0,SpeedC: 540.0,GyroAngle: 1.0
PowerB: 70,PowerC: 0,SpeedB: 540.0,SpeedC: 530.0,GyroAngle: 1.0
PowerB: 70,PowerC: 0,SpeedB: 510.0,SpeedC: 520.0,GyroAngle: 1.0
PowerB: 70,PowerC: 0,SpeedB: 540.0,SpeedC: 530.0,GyroAngle: 1.0
PowerB: 70,PowerC: 0,SpeedB: 540.0,SpeedC: 540.0,GyroAngle: 1.0
PowerB: 70,PowerC: 0,SpeedB: 530.0,SpeedC: 540.0,GyroAngle: 1.0
PowerB: 70,PowerC: 0,SpeedB: 540.0,SpeedC: 540.0,GyroAngle: 1.0
PowerB: 70,PowerC: 0,SpeedB: 540.0,SpeedC: 540.0,GyroAngle: 1.0
